status;duration;credit_history;purpose;amount;savings;employment_duration;installment_rate;personal_status_sex;other_debtors;present_residence;property;age;other_installment_plans;housing;number_credits;job;people_liable;telephone;foreign_worker;credit_risk
less than 0;21;no credits taken/all credits paid back duly;retraining;2767;less than 100;greater than 7 yrs;less than 20;male : divorced/separated;none;from 1 to 4 yrs;building soc. savings agr./life insurance;61;none;for free;2.Mar;unskilled - resident;0 to 2;no;no;0
less than 0;30;no credits taken/all credits paid back duly;car (used);3441;less than 100;from 1 to 4 yrs;from 35 to 25;female : non-single or male : single;co-applicant;greater than 7 yrs;building soc. savings agr./life insurance;21;bank;for free;1;skilled employee/official;0 to 2;no;no;0
less than 0;30;delay in paying off in the past;retraining;4280;less than 100;from 1 to 4 yrs;less than 20;female : non-single or male : single;none;greater than 7 yrs;building soc. savings agr./life insurance;26;none;for free;2.Mar;unskilled - resident;0 to 2;no;no;0
less than 0;24;no credits taken/all credits paid back duly;furniture/equipment;3092;less than 100;less than 1 yr;from 25 to 20;female : single;none;from 1 to 4 yrs;building soc. savings agr./life insurance;22;none;for free;1;skilled employee/official;0 to 2;yes (under customer name);no;0
.greater than 200;18;no credits taken/all credits paid back duly;others;6761;greater than 1000;from 1 to 4 yrs;from 35 to 25;male : married/widowed;none;greater than 7 yrs;building soc. savings agr./life insurance;68;stores;for free;2.Mar;skilled employee/official;0 to 2;no;no;0
less than 0;12;no credits taken/all credits paid back duly;furniture/equipment;1331;unknown/no savings account;less than 1 yr;from 35 to 25;male : married/widowed;none;less than 1 yr;building soc. savings agr./life insurance;22;none;rent;1;skilled employee/official;0 to 2;no;no;0
less than 0;54;delay in paying off in the past;retraining;15945;unknown/no savings account;less than 1 yr;from 25 to 20;male : married/widowed;none;greater than 7 yrs;real estate;58;none;for free;1;skilled employee/official;0 to 2;yes (under customer name);no;0
no checking account;24;no credits taken/all credits paid back duly;car (used);3234;unknown/no savings account;less than 1 yr;less than 20;female : non-single or male : single;none;greater than 7 yrs;unknown / no property;23;none;for free;1;unskilled - resident;0 to 2;yes (under customer name);no;0
less than 0;15;no credits taken/all credits paid back duly;furniture/equipment;802;unknown/no savings account;greater than 7 yrs;less than 20;male : married/widowed;none;from 4 to 7 yrs;building soc. savings agr./life insurance;37;none;rent;1;skilled employee/official;3 or more;no;no;0
less than 0;48;no credits taken/all credits paid back duly;car (used);9960;unknown/no savings account;less than 1 yr;greater than 35;female : non-single or male : single;none;from 1 to 4 yrs;building soc. savings agr./life insurance;26;bank;rent;1;skilled employee/official;0 to 2;yes (under customer name);no;0
.greater than 200;24;existing credits paid back duly till now;retraining;8648;unknown/no savings account;less than 1 yr;from 35 to 25;male : married/widowed;none;from 1 to 4 yrs;building soc. savings agr./life insurance;27;bank;rent;2.Mar;skilled employee/official;0 to 2;yes (under customer name);no;0
no checking account;18;no credits taken/all credits paid back duly;furniture/equipment;1345;unknown/no savings account;from 1 to 4 yrs;less than 20;female : single;none;from 4 to 7 yrs;unknown / no property;26;none;rent;1;skilled employee/official;0 to 2;no;no;0
no checking account;45;no credits taken/all credits paid back duly;furniture/equipment;1845;unknown/no savings account;from 1 to 4 yrs;less than 20;male : married/widowed;none;greater than 7 yrs;real estate;23;none;own;1;skilled employee/official;0 to 2;yes (under customer name);no;0
no checking account;21;critical account/other credits elsewhere;others;1647;greater than 1000;from 1 to 4 yrs;less than 20;male : married/widowed;none;from 1 to 4 yrs;car or other;40;bank;rent;2.Mar;unskilled - resident;3 or more;no;no;0
.greater than 200;48;no credits taken/all credits paid back duly;retraining;4844;unknown/no savings account;unemployed;from 25 to 20;male : married/widowed;none;from 1 to 4 yrs;building soc. savings agr./life insurance;33;none;for free;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;0
less than 0;27;delay in paying off in the past;retraining;8318;unknown/no savings account;greater than 7 yrs;from 35 to 25;female : non-single or male : single;none;greater than 7 yrs;real estate;42;stores;own;2.Mar;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;0
from 0 to 200;18;no credits taken/all credits paid back duly;furniture/equipment;2100;unknown/no savings account;from 1 to 4 yrs;less than 20;male : married/widowed;co-applicant;from 1 to 4 yrs;unknown / no property;37;none;rent;1;skilled employee/official;0 to 2;no;no;0
no checking account;45;delay in paying off in the past;retraining;11816;unknown/no savings account;greater than 7 yrs;from 35 to 25;male : married/widowed;none;greater than 7 yrs;building soc. savings agr./life insurance;29;none;for free;2.Mar;skilled employee/official;0 to 2;no;no;0
no checking account;6;no credits taken/all credits paid back duly;repairs;448;unknown/no savings account;less than 1 yr;less than 20;female : non-single or male : single;none;greater than 7 yrs;car or other;23;none;rent;1;skilled employee/official;0 to 2;no;no;0
no checking account;30;no credits taken/all credits paid back duly;domestic appliances;11998;unknown/no savings account;less than 1 yr;greater than 35;male : divorced/separated;none;less than 1 yr;real estate;34;bank;rent;1;unskilled - resident;0 to 2;yes (under customer name);no;0
less than 0;48;delay in paying off in the past;business;18424;unknown/no savings account;from 1 to 4 yrs;greater than 35;female : non-single or male : single;none;from 1 to 4 yrs;car or other;32;bank;rent;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);yes;0
no checking account;6;no credits taken/all credits paid back duly;others;14896;unknown/no savings account;greater than 7 yrs;greater than 35;male : married/widowed;none;greater than 7 yrs;real estate;68;bank;rent;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;0
less than 0;12;no credits taken/all credits paid back duly;car (used);2762;greater than 1000;greater than 7 yrs;greater than 35;female : non-single or male : single;none;from 1 to 4 yrs;car or other;25;none;rent;1;skilled employee/official;0 to 2;yes (under customer name);no;0
no checking account;12;no credits taken/all credits paid back duly;car (new);3386;unknown/no savings account;greater than 7 yrs;from 25 to 20;male : married/widowed;none;greater than 7 yrs;real estate;35;none;own;1;skilled employee/official;0 to 2;yes (under customer name);no;0
less than 0;24;no credits taken/all credits paid back duly;furniture/equipment;2039;unknown/no savings account;less than 1 yr;greater than 35;female : single;none;less than 1 yr;car or other;22;none;rent;1;skilled employee/official;0 to 2;yes (under customer name);no;0
.greater than 200;18;existing credits paid back duly till now;retraining;2169;unknown/no savings account;from 1 to 4 yrs;less than 20;female : single;none;from 1 to 4 yrs;building soc. savings agr./life insurance;28;none;rent;1;skilled employee/official;0 to 2;yes (under customer name);no;0
less than 0;48;all credits at this bank paid back duly;car (used);5096;unknown/no savings account;from 1 to 4 yrs;from 35 to 25;female : non-single or male : single;none;from 4 to 7 yrs;building soc. savings agr./life insurance;30;none;rent;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;0
no checking account;18;no credits taken/all credits paid back duly;furniture/equipment;1882;unknown/no savings account;from 1 to 4 yrs;less than 20;female : non-single or male : single;none;greater than 7 yrs;building soc. savings agr./life insurance;25;bank;for free;2.Mar;skilled employee/official;0 to 2;no;no;0
no checking account;48;no credits taken/all credits paid back duly;furniture/equipment;6999;unknown/no savings account;from 4 to 7 yrs;greater than 35;female : single;guarantor;less than 1 yr;unknown / no property;34;none;rent;2.Mar;skilled employee/official;0 to 2;yes (under customer name);no;0
.greater than 200;12;all credits at this bank paid back duly;retraining;2292;unknown/no savings account;unemployed;less than 20;male : married/widowed;none;from 1 to 4 yrs;building soc. savings agr./life insurance;42;stores;rent;2.Mar;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;0
no checking account;14;no credits taken/all credits paid back duly;others;8978;unknown/no savings account;greater than 7 yrs;greater than 35;male : divorced/separated;none;greater than 7 yrs;car or other;45;none;rent;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);yes;0
no checking account;12;no credits taken/all credits paid back duly;furniture/equipment;674;less than 100;from 4 to 7 yrs;less than 20;female : single;none;less than 1 yr;car or other;20;none;rent;1;skilled employee/official;0 to 2;no;no;0
no checking account;18;no credits taken/all credits paid back duly;others;976;unknown/no savings account;less than 1 yr;greater than 35;female : non-single or male : single;none;from 1 to 4 yrs;building soc. savings agr./life insurance;23;none;rent;1;unskilled - resident;0 to 2;no;no;0
less than 0;24;no credits taken/all credits paid back duly;others;2718;unknown/no savings account;from 1 to 4 yrs;from 25 to 20;female : non-single or male : single;none;greater than 7 yrs;car or other;20;none;for free;1;unskilled - resident;0 to 2;yes (under customer name);no;0
no checking account;18;no credits taken/all credits paid back duly;repairs;750;unknown/no savings account;unemployed;less than 20;female : non-single or male : single;none;less than 1 yr;unknown / no property;27;none;rent;1;unemployed/unskilled - non-resident;0 to 2;no;no;0
less than 0;24;no credits taken/all credits paid back duly;car (new);12579;unknown/no savings account;greater than 7 yrs;less than 20;female : non-single or male : single;none;from 1 to 4 yrs;real estate;44;none;own;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;0
no checking account;18;no credits taken/all credits paid back duly;car (new);7511;greater than 1000;greater than 7 yrs;greater than 35;male : married/widowed;none;greater than 7 yrs;car or other;51;none;own;1;skilled employee/official;3 or more;yes (under customer name);no;0
no checking account;18;all credits at this bank paid back duly;others;3966;unknown/no savings account;greater than 7 yrs;greater than 35;female : non-single or male : single;none;greater than 7 yrs;unknown / no property;33;bank;for free;4.May;skilled employee/official;0 to 2;yes (under customer name);no;0
no checking account;12;delay in paying off in the past;furniture/equipment;6199;unknown/no savings account;from 1 to 4 yrs;less than 20;male : married/widowed;none;from 1 to 4 yrs;car or other;28;none;for free;2.Mar;skilled employee/official;0 to 2;yes (under customer name);no;0
no checking account;24;no credits taken/all credits paid back duly;furniture/equipment;1987;unknown/no savings account;from 1 to 4 yrs;from 35 to 25;male : married/widowed;none;greater than 7 yrs;unknown / no property;21;none;for free;1;unskilled - resident;3 or more;no;no;0
no checking account;24;no credits taken/all credits paid back duly;others;2303;unknown/no savings account;greater than 7 yrs;less than 20;male : married/widowed;co-applicant;less than 1 yr;unknown / no property;45;none;rent;1;skilled employee/official;0 to 2;no;no;0
.greater than 200;21;all credits at this bank paid back duly;others;12680;greater than 1000;greater than 7 yrs;less than 20;male : married/widowed;none;greater than 7 yrs;real estate;30;none;own;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;0
less than 0;12;no credits taken/all credits paid back duly;furniture/equipment;6468;greater than 1000;unemployed;from 35 to 25;male : married/widowed;none;less than 1 yr;real estate;52;none;rent;1;manager/self-empl./highly qualif. employee;0 to 2;yes (under customer name);no;0
no checking account;30;no credits taken/all credits paid back duly;car (used);6350;greater than 1000;greater than 7 yrs;less than 20;male : married/widowed;none;greater than 7 yrs;car or other;31;none;rent;1;skilled employee/official;0 to 2;no;no;0
